word,polar
billowy,-0.5
billy,-0.125
bimillenary,0.375
bimillennium,0.375
bimodal,0.125
binaurally,0.25
bind,-0.083333333
bindable,0.5
binge,-0.25
biochemically,0.25
biodefence,0.125
biodefense,0.125
biologically,0.25
biologism,0.125
biome,-0.125
biosafety,0.5
biparous,0.125
biped,-0.125
bipolar,0.125
biradial,0.25
biradially,0.5
birch,0.125
bird,-0.125
bismark,-0.375
bit,-0.125
bitartrate,-0.125
bitch,-0.458333333
bitchery,0.125
bitchy,-0.625
bite,-0.5
biteplate,0.125
bitingly,-0.375
bitt,0.125
bitter,-0.25
bitterly,-0.166666667
bitterness,-0.5
bittersweet,-0.125
bitumastic,-0.25
bitumen,0.125
bituminise,-0.25
bituminize,-0.25
bivalve,-0.125
bivalved,-0.125
bivalvia,0.125
black,-0.40625
blackdamp,0.25
blackguard,-0.625
blackish,-0.125
blacksnake,-0.125
blackwash,0.125
blackwater,-0.25
blahs,-0.5
blain,-0.875
blame,-0.375
blamelessly,0.375
blanched,-0.1875
bland,-0.375
blandish,0.5
blandly,0.25
blank,-0.5
blankly,0.125
blanquillo,0.125
blare,-0.25
blaring,-0.25
blarney,0.25
blaspheme,0.375
blasphemously,0.25
blasphemy,0.125
blast,-0.104166667
blastomere,-0.125
blastomycosis,-0.25
blatantly,0.125
blate,0.25
blaze,-0.416666667
blazing,0.5
bleached,-0.25
bleachers,-0.5
bleakly,-0.25
blear,-0.25
blemish,-0.875
blemished,-0.375
blend,0.125
blending,-0.125
blennius,-0.125
blepharitis,-0.875
blepharospasm,-0.5
blessedly,0.625
blessing,0.125
blether,-0.375
blight,-0.25
blind,-0.1875
blindfold,0.25
blinding,0.5
blindly,-0.375
blink,0.375
blip,-0.375
blissfully,0.25
blissus,-0.5
blister,-0.458333333
blithe,0.625
blithely,0.25
blitheness,0.75
blithesome,0.625
bloat,-0.75
block,-0.5625
blockade,-0.375
blockbuster,0.125
bloodbath,-0.25
bloodcurdling,-0.375
bloodily,-0.125
bloodless,-0.3125
bloodlessly,0.125
bloodletting,-0.25
bloodlust,-0.125
bloodshed,-0.1875
bloodstained,-0.375
bloodthirsty,-0.625
bloody,-0.25
bloom,0.375
bloomer,-0.375
blooper,-0.375
blossom,0.25
blotchy,-0.5
blow,-0.208333333
blowfish,0.25
blowup,0.5
blowy,-0.375
blt,-0.75
blub,-0.375
blubber,-0.375
blucher,0.25
blue,-0.625
bluebird,0.125
bluegill,0.125
blues,-0.125
bluff,0.125
bluffly,0.25
blunder,-0.375
blunt,-0.0625
bluntly,0.25
blur,-0.041666667
blush,0
blushful,0.125
bluster,-0.041666667
blustering,-0.125
blusterous,-0.125
blustery,-0.125
boastfully,-0.25
bodacious,0.625
boding,-0.5
bodkin,0.125
boffo,0.375
bog,-0.375
boggle,-0.375
boil,-0.75
boilerplate,-0.125
boilersuit,-0.125
boiling,-0.5
boisterous,-0.625
boisterously,0.25
boisterousness,-0.125
bold,0.375
boldly,0.25
bolometer,-0.25
bolshy,-0.625
bolt,0.125
bomb,-0.25
bombastically,0.25
bombie,0.125
bombproof,0.125
bombshell,-0.125
bombyliidae,-0.25
bonanza,0.375
bond,0.208333333
bondable,0.375
bondage,0.125
boneless,-0.625
bonelike,-0.25
boner,-0.375
boneshaker,-0.25
bong,-0.125
bonheur,0.875
bonito,-0.125
bonk,0
bonnie,0.75
bonnily,0.25
bonny,0.75
boo,-0.125
book,0.125
booklouse,-0.5
boom,0.083333333
booming,0.5
boon,0.375
boondoggle,-0.25
boost,0.25
boot,-0.25
bootee,-0.125
booth,0.125
bootie,-0.125
bootjack,0.25
bootlick,0.125
bop,-0.25
borated,-0.25
boreal,0.125
boredom,-0.375
boringly,0.25
borrowing,-0.125
bosky,-0.125
bosom,0.375
boss,0.375
botch,-0.375
bother,-0.125
botheration,-0.125
bothersome,-0.5
bothrops,0.125
botox,-0.125
bottom,-0.125
bottomed,-0.25
bottommost,0.25
botulin,-0.25
botulinum,-0.25
botulinus,-0.25
botulismotoxin,-0.25
bouillabaisse,0.125
bouillon,0.25
boundlessly,0.125
bounteously,0.25
bountiful,0.25
bountifully,0.25
bourgeois,0.125
bouse,0.125
bout,-0.25
boutonniere,-0.125
bovril,-0.25
bowed,0.125
bowse,0.125
box,0.375
brabble,-0.125
brace,0.166666667
bracer,0.125
braces,-0.125
brachydactylia,-0.375
brachydactyly,-0.375
brachyuran,-0.125
brachyurous,-0.125
bracket,0.1875
brackish,-0.125
bracteal,-0.25
bracteate,-0.25
bracted,-0.25
bradycardia,-0.375
bradypodidae,0.125
brag,0.5
bragging,0.125
brahmanism,0.125
brahminism,0.125
braided,-0.125
brain,-0.125
brainish,-0.625
brainstorm,0.25
brainwash,-0.125
braky,-0.375
brama,-0.125
brambly,-0.5
branchiura,0.125
brand,-0.25
brandish,0.25
brandmark,-0.25
branta,-0.125
brash,-0.5
brashly,0.25
brassard,-0.125
brassbound,0.125
brassy,0.0625
bravado,0.125
brave,0.208333333
bravely,0.375
bravery,-0.625
brawl,-0.25
brawny,0.125
bray,-0.375
brazen,0.5
brazenly,0.625
break,-0.052083333
breakable,-0.375
breakdown,-0.3125
breakthrough,0.125
breastwork,-0.125
breathe,-0.125
breathed,0.125
breathless,-0.75
breathlessly,0.25
breathlessness,-0.25
breed,-0.25
breeding,0.125
breeze,0.125
breezily,0.25
breezy,-0.375
brevity,0.125
briary,-0.375
bricklaying,0.125
bridgeable,0.375
briery,-0.375
bright,-0.175
brighten,0.125
brightly,0.25
brilliant,0.5625
brilliantly,-0.0625
brimful,-0.25
brimfull,-0.25
brimless,-0.5
brimming,-0.25
bring,-0.5
briny,-0.125
brisk,0.1875
brisken,0.25
briskly,0.375
bristle,0.25
bristled,-0.375
bristly,-0.375
brittle,0.375
broad,0.375
broadly,-0.375
broadsword,0.25
brobdingnagian,-0.125
broken,-0.0625
brokenheartedness,-0.625
bromate,-0.25
bromide,-0.125
brominate,-0.25
bromoform,-0.125
bronc,-0.375
bronchiolitis,-0.625
bronchitic,-0.625
bronchitis,-0.625
broncho,-0.375
bronchopneumonia,-0.75
bronchospasm,-0.75
bronco,-0.375
brood,-0.25
brooding,0.0625
broody,0.0625
brook,-0.5
broomstick,-0.125
brotherhood,-0.375
brotherly,0.25
brougham,-0.375
brouhaha,0.5
browse,-0.5
brucellosis,-0.125
bruchus,-0.125
brucine,-0.5
bruin,0.125
bruise,-0.375
brummagem,-0.375
brunanburh,-0.25
brunet,-0.25
brunette,-0.25
brush,-0.625
brushed,0.125
brushlike,-0.125
brushy,-0.125
brusquely,0.25
brut,-0.5
brutalisation,0.125
brutalise,-0.75
brutalization,0.125
brutalize,-0.75
brutally,0.25
brute,-0.375
brutishly,0.25
bubbly,-0.125
bubo,-0.875
buff,0.125
buffer,-0.125
bufferin,0.375
buffeted,-0.125
buffoonery,0.25
bug,-0.0625
buildup,0.625
bulbaceous,-0.375
bulimarexia,-0.5
bulimia,-0.375
bulimic,-0.625
bull,-0.375
bulletproof,0.125
bullheaded,-0.5
bullocky,0.25
bullshit,-0.875
bum,-0.75
bumblebee,-0.125
bumbling,-0.625
bummer,-0.625
bump,-0.125
bumper,-0.25
bumptious,-0.5
bumptiously,0.25
bun,0.125
bunce,0.375
bunch,-0.125
bundle,0.125
bung,0.25
bungarus,-0.125
bungle,0
bunglesome,-0.375
bungling,-0.625
bunion,-0.25
bunk,-0.125
bunt,-0.5
buoy,0.125
buoyancy,0.125
buoyant,0.25
buoyantly,0.375
bureaucracy,-0.125
bureaucratically,0.25
buried,-0.375
burlesque,0.125
burn,-0.464285714
burning,-0.625
burnish,0.125
burred,-0.375
burry,-0.375
bursitis,-0.25
burst,-0.25
burthen,-0.125
bury,0.166666667
bus,-0.125
bush,-0.75
bushel,-0.125
bushy,0.125
busily,0.375
bust,-0.083333333
bustier,0.25
bustling,0.5
busy,0.25
butcherly,-0.625
butchery,-0.25
buteo,0.25
butterfingered,-0.625
butterscotch,-0.125
buttonhook,0.125
buttony,-0.125
buttress,0.125
butyl,0.125
butyric,-0.125
butyrin,-0.5
buy,0.125
buzz,-0.125
by,-0.5
bypass,-0.75
cabernet,0.375
cabinetry,0.5
cabinetwork,0.5
cabochon,0.25
cachexia,0.5
cachexy,0.5
cachinnate,-0.25
cackle,-0.5
cacodaemonic,-0.375
cacodemonic,-0.375
cacogenesis,-0.5
cacogenic,-0.25
cacophonic,-0.625
cacophonous,-0.625
cacophony,-0.25
cadaverine,-0.125
caffein,0.25
caffeine,0.25
caffeinism,-0.5
cagey,0.25
cagily,0.25
cagy,0.25
cairned,0.375
cairngorm,-0.125
caitiff,-0.5
cajole,0.25
cajolingly,0.25
cake,-0.125
cakewalk,0.375
calamitous,-0.75
calamity,-0.5
calcareous,0.25
calciferol,-0.125
calciferous,0.375
calcification,-0.125
calcify,-0.1875
calculable,0.5
calculate,0.25
calculatingly,0.125
calf,0.125
calfskin,0.125
calibrate,0.25
calibrated,0.125
calibration,0.125
calico,0.25
caliginous,-0.25
calk,-0.125
call,0.0625
callathump,0.5
caller,0.125
callithump,0.5
callosectomy,-0.25
callosotomy,-0.25
callous,-0.1875
calloused,-0.125
calm,0.3125
calmly,0.25
calmness,-0.3125
calumet,-0.125
calumniate,0.375
calumny,0.375
calvary,-0.625
cameo,-0.5
camion,-0.375
camouflage,0.125
camp,0
camphorate,-0.25
camphorated,-0.25
campstool,-0.25
campy,-0.25
canard,-0.875
cancel,-0.125
cancer,-0.125
cancerous,-0.5
candescent,0.125
candidiasis,-0.375
candidly,0.375
candied,-0.125
candyfloss,0.125
canescent,-0.125
canker,-0.625
cannibalise,-0.5
cannibalize,-0.5
cannonade,-0.25
canonically,0.125
canoodle,-0.25
cantankerous,-0.625
cantankerously,-0.5
cantillation,-0.125
cap,-0.25
capability,0.125
capable,0.041666667
capably,0.375
capacitate,0.0625
capacity,0.125
caper,0
capitalisation,0.125
capitalist,0.25
capitalistic,0.25
capitalization,0.125
capote,0.125
capoten,-0.125
caprice,-0.25
capriciously,-0.0625
caprimulgus,-0.125
capriole,0.125
capsid,0.125
caption,0.25
captiously,0.125
captivating,0.5
captivatingly,0.25
captivation,0.375
captive,0.125
captopril,-0.125
carabidae,-0.125
caranx,-0.125
carbamate,-0.125
carbine,-0.125
carbocyclic,0.125
carbolated,-0.25
carbonado,-0.625
carbonara,-0.375
carbonate,-0.125
carboxylate,-0.125
carcharhinus,-0.125
carcinogenic,-0.375
carcinoid,-0.25
cardiomegaly,-0.25
cardiomyopathy,-0.125
cardiopathy,0.25
cardiospasm,-0.625
carditis,-0.5
cardizem,-0.125
cardura,0.125
care,-0.125
careen,-0.125
carefree,0.125
carefreeness,-0.25
careful,0.1875
carefully,-0.25
careless,-0.3125
carelessly,-0.166666667
caress,0.3125
caressing,-0.25
careworn,-0.625
caricature,-0.375
carminative,0.125
carnage,-0.25
carnalise,0.375
carnality,0.375
carnalize,0.125
carnally,0.25
carnival,-0.1875
caroche,0.625
carpeted,-0.375
carposporous,0.125
carsick,-0.5
cartilaginification,-0.125
cartilaginous,-0.75
carvedilol,-0.125
carving,0.25
case,0.0625
caseate,-0.375
cashmere,0.125
casquet,-0.5
casquetel,-0.5
caste,0.5
casteless,-0.625
castigate,-0.75
casual,-0.125
casually,-0.1875
casualty,-0.125
catabolic,-0.25
catacala,-0.375
catachresis,-0.5
catachrestic,0.125
catachrestical,0.125
cataclysm,-0.5
cataflam,-0.25
catalectic,-0.125
catalexis,-0.5
catarrh,-0.125
catastrophe,-0.4375
catastrophically,-0.375
catatonia,0.125
catcall,-0.625
catch,0.03125
catching,-0.125
catchy,0.25
catechin,0.125
categorem,0.5
categorematic,0.25
categoreme,0.5
categorically,0.25
cater,0.125
caterpillar,-0.125
catharsis,0.375
cathartic,0.25
cathedral,0.25
catholic,0.625
catholicon,-0.125
catkinate,0.125
catnap,-0.375
cattish,-0.625
catty,-0.625
caucasian,-0.125
caudal,-0.25
caudate,0.375
causal,-0.5
causalgia,-0.25
causation,-0.25
causative,0.125
causing,-0.25
caustically,0.25
cauterise,-0.25
cauterize,-0.25
caution,-0.25
cautious,0.5625
cautiously,-0.0625
cavalierly,0.125
caveat,-0.25
cebuella,0.25
cebus,-0.125
cedarbird,-0.125
cefobid,-0.25
cefoperazone,-0.25
cefotaxime,-0.125
ceftazidime,-0.25
ceftriaxone,-0.125
celebration,0.125
celebrex,-0.625
celecoxib,-0.625
celibacy,0.5
celibate,0.375
cellulitis,-0.625
cenozoic,0.125
censure,-0.25
center,0.125
centerboard,0.125
centipede,0.125
centre,0.125
centreboard,0.125
centrifugal,-0.25
centripetal,-0.125
centrocercus,-0.25
century,0.125
cephalaspid,-0.125
cephalexin,-0.125
cephalitis,-0.75
cephalochordate,-0.125
cephaloglycin,-0.375
cephalopod,0.125
ceratodus,-0.125
ceratopogon,-0.125
ceratopogonidae,-0.125
cerebrally,0.25
cerebromeningitis,-0.25
ceremonial,0.125
ceremonially,0.1875
ceremoniously,0.25
ceremony,0.5
certhia,-0.125
certifiable,0.5
certificated,0.25
certificatory,0.25
certified,0.5
certify,0.25
cerussite,0.125
cervicitis,-0.625
cestoda,0.125
cestode,0.25
ch'i,0.25
chablis,-0.125
chachka,-0.125
chafe,-0.34375
chaff,-0.375
chafflike,-0.375
chaffy,-0.125
chafing,-0.25
chagrin,0.125
chalazion,-0.125
chalcid,-0.625
chalcidae,-0.125
chalcidfly,-0.625
chalcididae,-0.125
chalcis,-0.125
chalky,0.25
challenge,0.25
challenging,0.125
chalons,-0.25
chalybeate,-0.25
chamaeleo,-0.125
chamber,-0.125
champ,-0.375
champagne,-0.125
champion,-0.125
championship,-0.125
chance,0.3125
change,0.0625
changeable,0.375
changed,0.3125
changeful,0.125
changeless,-0.125
chantry,0.125
chaotic,-0.625
chaotically,0.125
chap,0.25
chapeau,-0.25
character,0.875
chardonnay,-0.125
charge,0.125
charger,0.125
charily,0.125
charismatic,0.5
charitable,0.3125
charitably,0.25
charity,0.125
charivari,0.5
charlatanism,0.125
charm,0.5
charmingly,0.375
chary,0.25
chaste,0.5
chastely,0.375
chasten,-0.1875
chastise,-0.75
chastity,0.5
chat,-0.375
chattily,0.25
chatty,-0.125
chauna,-0.375
chauvinism,0.125
chaw,-0.125
cheap,-0.625
cheapen,-0.125
cheapjack,-1
cheaply,0.25
cheat,0.625
cheating,0.625
check,0.166666667
checkered,-0.125
checkmate,0.5
checkout,0.125
checkup,0.125
cheddar,-0.125
cheekily,0.25
cheeky,-0.5
cheer,0.291666667
cheerful,0.75
cheerfully,0.375
cheerfulness,0.75
cheerily,0.375
cheerless,-0.5
cheerlessness,-0.625
cheery,0.5
cheesecake,0.25
cheesy,-0.75
cheilitis,-0.25
cheilosis,-0.5
chelate,0.0625
chelated,0.25
chelifer,-0.125
cheloid,-0.375
chelonethida,-0.5
chemically,0.25
chemise,-0.125
chemosis,-0.125
chemosurgery,-0.25
chemotherapy,-0.125
cherry,-0.125
chesterfield,0.125
chewy,-0.25
chi,0.25
chianti,-0.125
chicane,-0.25
chicanery,-0.25
chicken,-0.3125
chickenhearted,-0.5
chickenpox,-0.125
chicory,-0.25
chide,-0.75
chiffonier,0.5
chigger,-0.5
chilblain,-0.125
chilblains,-0.125
childbearing,0.25
childless,-0.5
chill,-0.25
chilling,-0.75
chilly,-0.5
china,0.5
chine,-0.1875
chintzily,0.375
chintzy,-0.75
chip,-0.25
chipper,0.25
chips,0.125
chiralgia,-0.5
chiromance,0.25
chironomus,-0.125
chirpily,0.375
chirpy,-0.1875
chiton,-0.25
chivalrously,0.25
chivaree,0.5
chives,0.125
chlamydiaceae,-0.125
chlorate,-0.125
chlorinate,-0.125
chloroquine,-0.125
chlorosis,-0.25
chock,0.125
choice,0.625
choke,0.041666667
chokedamp,0.25
choker,0.25
cholangitis,-0.75
cholecalciferol,-0.125
cholecystectomy,-0.625
cholecystitis,-0.75
choler,-0.0625
cholera,-0.125
choleric,-0.5
cholestasis,-0.375
cholinesterase,-0.25
chomp,-0.375
chondrodystrophy,-0.5
chondrosarcoma,-0.5
chop,0.125
choppy,-0.25
chord,0
chorditis,-0.4375
choriomeningitis,-0.125
chorioretinitis,-0.25
chou,-0.25
chowder,0.125
christening,0.375
christian,0.375
christless,-0.625
christlike,0.5
christly,0.5
chromatic,0.25
chrome,-0.125
chromoblastomycosis,-0.625
chronic,-0.375
chronograph,0.125
chronologically,0.375
chronometer,0.5
chronoscope,0.125
chrysarobin,-0.125
chrysomelidae,0.125
chrysophyceae,-0.125
chrysopid,-0.375
chrysopidae,-0.25
chrysotherapy,-0.125
chuff,-0.25
chummy,0.375
chunk,0.25
churlishly,0.25
churning,0.25
chyloderma,-0.5
cicindelidae,-0.25
ciconiidae,-0.25
cilantro,-0.375
cimmerian,0.25
cinch,0.1875
circumflex,0.375
circumlocution,-0.25
circumspectly,0.25
circumstance,0.25
circumstantially,0.1875
circus,-0.5
citrine,-0.125
citrulline,-0.625
civility,0.125
cjd,-0.25
cladding,-0.25
claforan,-0.125
clairvoyance,-0.125
clambake,-0.25
clamber,-0.25
clammily,0.25
clamminess,-0.625
clammy,-0.25
clamor,-0.25
clamp,-0.25
clannishly,0.25
clap,-0.4375
clapperclaw,-0.625
claret,-0.125
clarify,0.25
clash,-0.25
clasp,0.125
classic,0.75
classical,0.25
classicise,0.25
classicize,0.25
clastic,0.625
claudication,0.125
claustrophobia,-0.125
claustrophobic,-0.75
clawed,-0.25
clawfoot,0.375
clayey,-0.125
clean,0.1125
cleanliness,0.375
cleanly,0.375
cleanness,-0.625
cleanse,-0.75
clear,0.053571429
clearly,0.25
clearway,-0.5
cleat,0.25
clemency,0.625
clench,0.125
cleridae,-0.125
clever,0.625
cleverly,0.375
cliche,0.125
click,0.125
climactic,-0.375
climatically,0.125
climax,0.125
climb,0.375
clinch,0.125
clinically,0.375
clink,0.125
clinodactyly,-0.375
clip,0.375
clipped,0.125
clipping,0.375
cliquishly,0.25
cloak,-0.375
clobber,0.125
cloche,-0.125
clog,-0.125
clone,-0.5
clonus,-0.5
close,0.175
closed,-0.25
closely,0.25
closeness,0.125
cloud,-0.28125
clouded,-0.5
cloverleaf,0.125
clowning,0.25
cloy,0.75
cloying,-0.125
cloyingly,0.125
clozapine,-0.125
clozaril,-0.125
cloze,0.5
club,0.125
clubfoot,0.125
clump,-0.125
clumsily,0.25
clumsy,-0.375
cluster,-0.125
clustering,-0.125
clutter,-0.125
cluttered,-0.5
cnidosporidia,-0.125
coagulable,0.5
coagulase,-0.375
coalescent,-0.125
coalescing,-0.125
coapt,0.125
coarse,-0.556
coarsened,-0.25
coating,0.375
coax,0.25
coaxingly,0.25
cobalamin,-0.25
cobaltite,0.125
cocarboxylase,0.125
coccidioidomycosis,-0.625
coccidiomycosis,-0.625
coccidium,0.125
coccobacillus,-0.125
cockamamie,-0.375
cockamamy,-0.375
cockeyed,0.625
cocksure,0.5
cockup,-0.5
cocky,0.25
cocozelle,-0.125
cod,-0.083333333
codeine,-0.25
codfish,-0.25
coenzyme,-0.125
cogitative,0.125
cognac,0.5
cognisant,0.5
cognitively,0.125
cognizant,0.5
coherent,0.5
coherently,0.125
cohesive,-0.5
coif,0.125
coiffe,0.125
coiffure,0.125
coiled,0.125
cold,-0.21875
coldheartedness,-0.625
cole,-0.25
coleoptera,-0.25
coleslaw,0.125
colic,-0.625
colitis,-0.625
collapse,-0.025
collar,-0.125
collards,0.125
collarless,-0.5
collate,0.375
collation,0.1875
collegial,-0.5
collide,-0.125
collision,-0.125
colloidally,0.25
colly,-0.75
collywobbles,-0.875
colonnaded,0.125
color,0.25
coloratura,0.5
colorful,0.125
colorless,-0.1875
colour,0.25
colourful,0.125
colourless,-0.1875
colpitis,-0.5
colpocystitis,-0.625
colt,0.375
columnar,0.125
columned,0.125
comatula,0.375
comatulidae,0.375
comb,0.208333333
combative,0.5
combatively,0.125
combed,0.375
come,0.208333333
comeback,-0.125
comedown,-0.25
comely,0.75
comeupance,0.556
comeuppance,0.556
comfort,-0.45
comfortable,-0.0625
comfortableness,-0.0625
comfortably,-0.166666667
comfortingly,0.25
comically,0.625
coming,0.375
commemoration,0.25
commencement,0.125
commend,0.3125
commendable,0.5625
commensally,0.25
comment,-0.125
commercial,-0.75
commercialize,0.5
commercially,0.125
comminate,-0.125
commiseration,-0.625
commiserative,-0.5
commission,0.5
commit,0.125
commode,0.5
common,-0.556
commonplace,0.125
commotion,-0.125
communicate,-0.125
communion,-0.125
commute,-0.125
comparative,-0.25
compare,0
comparing,-0.25
comparison,-0.25
compass,0.125
compassion,-0.5
compassionateness,-0.5
competent,0.25
competently,0.375
competition,0.25
competitive,0.375
complacence,-0.375
complacency,-0.375
complacently,0.25
complain,-0.25
complaint,-0.291666667
complementary,-0.625
complete,0.125
completely,0.375
completeness,0.25
complex,-0.125
complexion,-0.125
compliance,0.625
complicate,-0.125
compliment,0.375
compound,0.0625
comprehend,0.25
comprehensively,0.125
comprehensiveness,0.625
compressed,0.125
compromising,-0.375
compulsive,0.375
compulsively,0.25
compulsorily,0.25
compunction,-0.5
computationally,0.125
comradely,0.375
comstockery,-0.334
conceal,-0.125
concealed,-0.375
concealment,0.125
concede,0.125
conceit,-0.041666667
conceitedly,0.25
conceivability,0.125
conceivable,-0.125
conceivableness,0.125
conceive,0.125
concentrate,0.125
conceptualise,0.125
conceptualize,0.125
conceptually,0.125
concern,-0.25
concernedly,0.25
conciliate,0.125
conciliation,0.25
conciseness,-0.125
concision,-0.125
conclusion,0.125
concoction,0.125
concord,-0.125
concordance,-0.125
concretize,0.125
concubinage,-0.625
concupiscence,0.625
concuss,-0.125
concussion,-0.3125
condemn,-0.291666667
